noisw_level0	0.6377975182512712	0.4314185187992292
noisw_level1	0.6379186752538892	0.4314536165805494
noisw_level2	0.6382302486595334	0.43166195745685687
noisw_level3	0.6380921565030303	0.43173022722962723
noisw_level4	0.6377376345915162	0.4311693433888397
noisw_level5	0.6384110431379644	0.4319459844646245
noisw_level6	0.6376122854842188	0.43168047692445966
noisw_level7	0.6372692846120896	0.431181475433135
noisw_level8	0.6384110431379644	0.4319459844646245
noisw_level9	0.6372506592824484	0.431446234339687
noisw_level10	0.6372936386648863	0.43146474455218353
