noisw_level0	0.6380921565030303	0.43173022722962723
noisw_level1	0.6380921565030303	0.43173022722962723
noisw_level2	0.6384236458987889	0.4319831039677693
noisw_level3	0.6380502594823485	0.4315852008090087
noisw_level4	0.6382302486595334	0.4316619574568568
noisw_level5	0.6385903959404764	0.43191876892429176
noisw_level6	0.6374212305454077	0.43118053637394144
noisw_level7	0.638219070259445	0.43168391718810867
noisw_level8	0.6356708396501874	0.4308064170547361
noisw_level9	0.6364694585580317	0.43061512317541667
noisw_level10	0.637532908800759	0.4312509975080695
